,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
43696,1841-08-01,28.299,1.665,Guangzhou,China,23.31N,112.72E
43697,1841-09-01,25.92,1.473,Guangzhou,China,23.31N,112.72E
43698,1841-10-01,23.238,1.857,Guangzhou,China,23.31N,112.72E
43699,1841-11-01,18.646,1.735,Guangzhou,China,23.31N,112.72E
43700,1841-12-01,14.488,1.926,Guangzhou,China,23.31N,112.72E
43701,1842-01-01,12.888,1.982,Guangzhou,China,23.31N,112.72E
43702,1842-02-01,14.073,2.017,Guangzhou,China,23.31N,112.72E
43703,1842-03-01,17.625,2.178,Guangzhou,China,23.31N,112.72E
43704,1842-04-01,21.187,2.02,Guangzhou,China,23.31N,112.72E
43705,1842-05-01,24.514,1.39,Guangzhou,China,23.31N,112.72E
43706,1842-06-01,26.795,1.37,Guangzhou,China,23.31N,112.72E
43707,1842-07-01,27.316,1.158,Guangzhou,China,23.31N,112.72E
43708,1842-08-01,27.81,1.422,Guangzhou,China,23.31N,112.72E
43709,1842-09-01,25.935,1.445,Guangzhou,China,23.31N,112.72E
43710,1842-10-01,22.245,1.811,Guangzhou,China,23.31N,112.72E
43711,1842-11-01,18.24,1.771,Guangzhou,China,23.31N,112.72E
43712,1842-12-01,15.343,1.827,Guangzhou,China,23.31N,112.72E
43713,1843-01-01,13.574,1.936,Guangzhou,China,23.31N,112.72E
43714,1843-02-01,14.754,2.105,Guangzhou,China,23.31N,112.72E
43715,1843-03-01,16.184,2.014,Guangzhou,China,23.31N,112.72E
43716,1843-04-01,20.925,1.686,Guangzhou,China,23.31N,112.72E
43717,1843-05-01,24.135,1.398,Guangzhou,China,23.31N,112.72E
43718,1843-06-01,27.144,1.698,Guangzhou,China,23.31N,112.72E
43719,1843-07-01,27.835,1.512,Guangzhou,China,23.31N,112.72E
43720,1843-08-01,28.038,1.518,Guangzhou,China,23.31N,112.72E
43721,1843-09-01,26.104,1.229,Guangzhou,China,23.31N,112.72E
43722,1843-10-01,22.495,2.087,Guangzhou,China,23.31N,112.72E
43723,1843-11-01,18.545,1.538,Guangzhou,China,23.31N,112.72E
43724,1843-12-01,15.288,2.242,Guangzhou,China,23.31N,112.72E
43725,1844-01-01,12.501,1.968,Guangzhou,China,23.31N,112.72E
43726,1844-02-01,13.687,2.398,Guangzhou,China,23.31N,112.72E
43727,1844-03-01,17.256,1.843,Guangzhou,China,23.31N,112.72E
43728,1844-04-01,20.704,1.589,Guangzhou,China,23.31N,112.72E
43729,1844-05-01,24.267,1.383,Guangzhou,China,23.31N,112.72E
43730,1844-06-01,26.775,1.354,Guangzhou,China,23.31N,112.72E
43731,1844-07-01,27.665,1.487,Guangzhou,China,23.31N,112.72E
43732,1844-08-01,27.759,1.583,Guangzhou,China,23.31N,112.72E
43733,1844-09-01,25.623,1.313,Guangzhou,China,23.31N,112.72E
43734,1844-10-01,22.862,1.443,Guangzhou,China,23.31N,112.72E
43735,1844-11-01,17.789,1.731,Guangzhou,China,23.31N,112.72E
43736,1844-12-01,13.427,1.693,Guangzhou,China,23.31N,112.72E
43737,1845-01-01,12.748,2.51,Guangzhou,China,23.31N,112.72E
43738,1845-02-01,13.449,2.754,Guangzhou,China,23.31N,112.72E
43739,1845-03-01,16.708,1.629,Guangzhou,China,23.31N,112.72E
43740,1845-04-01,20.942,1.885,Guangzhou,China,23.31N,112.72E
43741,1845-05-01,24.728,1.22,Guangzhou,China,23.31N,112.72E
43742,1845-06-01,27.309,1.244,Guangzhou,China,23.31N,112.72E
43743,1845-07-01,28.072,1.322,Guangzhou,China,23.31N,112.72E
43744,1845-08-01,27.64,1.222,Guangzhou,China,23.31N,112.72E
43745,1845-09-01,25.855,1.208,Guangzhou,China,23.31N,112.72E
43746,1845-10-01,22.011,1.322,Guangzhou,China,23.31N,112.72E
43747,1845-11-01,17.858,1.455,Guangzhou,China,23.31N,112.72E
43748,1845-12-01,12.743,1.689,Guangzhou,China,23.31N,112.72E
43749,1846-01-01,13.513,2.118,Guangzhou,China,23.31N,112.72E
43750,1846-02-01,14.291,2.231,Guangzhou,China,23.31N,112.72E
43751,1846-03-01,17.504,1.949,Guangzhou,China,23.31N,112.72E
43752,1846-04-01,20.554,1.616,Guangzhou,China,23.31N,112.72E
43753,1846-05-01,24.317,1.369,Guangzhou,China,23.31N,112.72E
43754,1846-06-01,27.587,1.49,Guangzhou,China,23.31N,112.72E
43755,1846-07-01,28.732,1.429,Guangzhou,China,23.31N,112.72E
43756,1846-08-01,28.493,1.161,Guangzhou,China,23.31N,112.72E
43757,1846-09-01,26.59,1.329,Guangzhou,China,23.31N,112.72E
43758,1846-10-01,22.748,1.289,Guangzhou,China,23.31N,112.72E
43759,1846-11-01,17.976,1.635,Guangzhou,China,23.31N,112.72E
43760,1846-12-01,15.206,1.709,Guangzhou,China,23.31N,112.72E
43761,1847-01-01,12.824,4.256,Guangzhou,China,23.31N,112.72E
43762,1847-02-01,13.456,1.772,Guangzhou,China,23.31N,112.72E
43763,1847-03-01,16.5,2.722,Guangzhou,China,23.31N,112.72E
43764,1847-04-01,21.016,1.338,Guangzhou,China,23.31N,112.72E
43765,1847-05-01,24.111,1.175,Guangzhou,China,23.31N,112.72E
43766,1847-06-01,26.555,1.395,Guangzhou,China,23.31N,112.72E
43767,1847-07-01,28.7,1.598,Guangzhou,China,23.31N,112.72E
43768,1847-08-01,27.649,1.321,Guangzhou,China,23.31N,112.72E
43769,1847-09-01,26.572,1.074,Guangzhou,China,23.31N,112.72E
43770,1847-10-01,22.442,1.156,Guangzhou,China,23.31N,112.72E
43771,1847-11-01,19.168,1.463,Guangzhou,China,23.31N,112.72E
43772,1847-12-01,13.901,2.027,Guangzhou,China,23.31N,112.72E
43773,1848-01-01,11.447,2.132,Guangzhou,China,23.31N,112.72E
43774,1848-02-01,13.965,2.42,Guangzhou,China,23.31N,112.72E
43775,1848-03-01,16.567,1.761,Guangzhou,China,23.31N,112.72E
43776,1848-04-01,20.343,2.043,Guangzhou,China,23.31N,112.72E
43777,1848-05-01,24.915,1.535,Guangzhou,China,23.31N,112.72E
43778,1848-06-01,26.639,1.408,Guangzhou,China,23.31N,112.72E
43779,1848-07-01,28.055,1.925,Guangzhou,China,23.31N,112.72E
43780,1848-08-01,27.23,1.303,Guangzhou,China,23.31N,112.72E
43781,1848-09-01,25.9,1.397,Guangzhou,China,23.31N,112.72E
43782,1848-10-01,22.701,1.443,Guangzhou,China,23.31N,112.72E
43783,1848-11-01,17.282,1.8,Guangzhou,China,23.31N,112.72E
43784,1848-12-01,13.963,1.824,Guangzhou,China,23.31N,112.72E
43785,1849-01-01,12.494,1.941,Guangzhou,China,23.31N,112.72E
43786,1849-02-01,14.421,2.059,Guangzhou,China,23.31N,112.72E
43787,1849-03-01,17.302,2.002,Guangzhou,China,23.31N,112.72E
43788,1849-04-01,19.894,1.945,Guangzhou,China,23.31N,112.72E
43789,1849-05-01,24.117,1.367,Guangzhou,China,23.31N,112.72E
43790,1849-06-01,26.68,1.37,Guangzhou,China,23.31N,112.72E
43791,1849-07-01,27.963,1.437,Guangzhou,China,23.31N,112.72E
43792,1849-08-01,28.059,1.215,Guangzhou,China,23.31N,112.72E
43793,1849-09-01,26.203,1.283,Guangzhou,China,23.31N,112.72E
43794,1849-10-01,23.148,1.65,Guangzhou,China,23.31N,112.72E
43795,1849-11-01,18.514,2.034,Guangzhou,China,23.31N,112.72E
43796,1849-12-01,13.585,1.876,Guangzhou,China,23.31N,112.72E
43797,1850-01-01,12.142,1.93,Guangzhou,China,23.31N,112.72E
43798,1850-02-01,13.948,2.219,Guangzhou,China,23.31N,112.72E
43799,1850-03-01,17.269,2.408,Guangzhou,China,23.31N,112.72E
43800,1850-04-01,20.584,2.221,Guangzhou,China,23.31N,112.72E
43801,1850-05-01,24.5,1.793,Guangzhou,China,23.31N,112.72E
43802,1850-06-01,27.116,1.217,Guangzhou,China,23.31N,112.72E
43803,1850-07-01,28.21,1.209,Guangzhou,China,23.31N,112.72E
43804,1850-08-01,28.475,1.672,Guangzhou,China,23.31N,112.72E
43805,1850-09-01,26.403,1.332,Guangzhou,China,23.31N,112.72E
43806,1850-10-01,23.176,1.737,Guangzhou,China,23.31N,112.72E
43807,1850-11-01,18.334,1.778,Guangzhou,China,23.31N,112.72E
43808,1850-12-01,14.378,2.169,Guangzhou,China,23.31N,112.72E
43809,1851-01-01,13.427,1.864,Guangzhou,China,23.31N,112.72E
43810,1851-02-01,13.962,2.145,Guangzhou,China,23.31N,112.72E
43811,1851-03-01,16.209,1.905,Guangzhou,China,23.31N,112.72E
43812,1851-04-01,20.195,1.978,Guangzhou,China,23.31N,112.72E
43813,1851-05-01,24.933,1.368,Guangzhou,China,23.31N,112.72E
43814,1851-06-01,27.073,1.249,Guangzhou,China,23.31N,112.72E
43815,1851-07-01,28.539,1.433,Guangzhou,China,23.31N,112.72E
43816,1851-08-01,28.406,1.553,Guangzhou,China,23.31N,112.72E
43817,1851-09-01,26.333,1.326,Guangzhou,China,23.31N,112.72E
43818,1851-10-01,22.948,2.374,Guangzhou,China,23.31N,112.72E
43819,1851-11-01,18.753,1.953,Guangzhou,China,23.31N,112.72E
43820,1851-12-01,15.124,2.978,Guangzhou,China,23.31N,112.72E
43821,1852-01-01,13.376,2.569,Guangzhou,China,23.31N,112.72E
43822,1852-02-01,13.507,2.133,Guangzhou,China,23.31N,112.72E
43823,1852-03-01,15.784,2.045,Guangzhou,China,23.31N,112.72E
43824,1852-04-01,20.615,1.966,Guangzhou,China,23.31N,112.72E
43825,1852-05-01,25.576,1.688,Guangzhou,China,23.31N,112.72E
43826,1852-06-01,27.708,1.524,Guangzhou,China,23.31N,112.72E
43827,1852-07-01,28.966,1.415,Guangzhou,China,23.31N,112.72E
43828,1852-08-01,27.923,1.276,Guangzhou,China,23.31N,112.72E
43829,1852-09-01,26.093,1.397,Guangzhou,China,23.31N,112.72E
43830,1852-10-01,23.426,1.486,Guangzhou,China,23.31N,112.72E
43831,1852-11-01,18.227,1.87,Guangzhou,China,23.31N,112.72E
43832,1852-12-01,14.134,2.082,Guangzhou,China,23.31N,112.72E
43833,1853-01-01,11.823,1.708,Guangzhou,China,23.31N,112.72E
43834,1853-02-01,12.635,1.79,Guangzhou,China,23.31N,112.72E
43835,1853-03-01,18.392,3.002,Guangzhou,China,23.31N,112.72E
43836,1853-04-01,22.397,2.95,Guangzhou,China,23.31N,112.72E
43837,1853-05-01,26.075,1.925,Guangzhou,China,23.31N,112.72E
43838,1853-06-01,27.945,0.816,Guangzhou,China,23.31N,112.72E
43839,1853-07-01,29.021,0.758,Guangzhou,China,23.31N,112.72E
43840,1853-08-01,28.789,1.298,Guangzhou,China,23.31N,112.72E
43841,1853-09-01,27.249,0.789,Guangzhou,China,23.31N,112.72E
43842,1853-10-01,23.27,0.835,Guangzhou,China,23.31N,112.72E
43843,1853-11-01,19.755,2.806,Guangzhou,China,23.31N,112.72E
43844,1853-12-01,14.03,1.54,Guangzhou,China,23.31N,112.72E
43845,1854-01-01,13.616,2.016,Guangzhou,China,23.31N,112.72E
43846,1854-02-01,13.426,2.015,Guangzhou,China,23.31N,112.72E
43847,1854-03-01,17.657,2.147,Guangzhou,China,23.31N,112.72E
43848,1854-04-01,20.575,1.025,Guangzhou,China,23.31N,112.72E
43849,1854-05-01,26.162,1.651,Guangzhou,China,23.31N,112.72E
43850,1854-06-01,27.845,1.82,Guangzhou,China,23.31N,112.72E
43851,1854-07-01,29.906,1.603,Guangzhou,China,23.31N,112.72E
43852,1854-08-01,28.966,1.104,Guangzhou,China,23.31N,112.72E
43853,1854-09-01,26.154,0.958,Guangzhou,China,23.31N,112.72E
43854,1854-10-01,22.516,3.042,Guangzhou,China,23.31N,112.72E
43855,1854-11-01,18.263,1.514,Guangzhou,China,23.31N,112.72E
43856,1854-12-01,14.604,2.308,Guangzhou,China,23.31N,112.72E
43857,1855-01-01,11.941,2.089,Guangzhou,China,23.31N,112.72E
43858,1855-02-01,14.099,1.715,Guangzhou,China,23.31N,112.72E
43859,1855-03-01,16.966,1.112,Guangzhou,China,23.31N,112.72E
43860,1855-04-01,21.772,1.255,Guangzhou,China,23.31N,112.72E
43861,1855-05-01,25.766,1.482,Guangzhou,China,23.31N,112.72E
43862,1855-06-01,26.609,1.588,Guangzhou,China,23.31N,112.72E
43863,1855-07-01,28.085,1.243,Guangzhou,China,23.31N,112.72E
43864,1855-08-01,28.085,0.666,Guangzhou,China,23.31N,112.72E
43865,1855-09-01,25.917,1.109,Guangzhou,China,23.31N,112.72E
43866,1855-10-01,21.824,2.709,Guangzhou,China,23.31N,112.72E
43867,1855-11-01,17.9,1.198,Guangzhou,China,23.31N,112.72E
43868,1855-12-01,14.107,1.923,Guangzhou,China,23.31N,112.72E
43869,1856-01-01,11.305,1.902,Guangzhou,China,23.31N,112.72E
43870,1856-02-01,12.713,2.106,Guangzhou,China,23.31N,112.72E
43871,1856-03-01,16.406,1.467,Guangzhou,China,23.31N,112.72E
43872,1856-04-01,20.551,1.275,Guangzhou,China,23.31N,112.72E
43873,1856-05-01,24.775,1.569,Guangzhou,China,23.31N,112.72E
43874,1856-06-01,27.088,1.386,Guangzhou,China,23.31N,112.72E
43875,1856-07-01,27.475,2.097,Guangzhou,China,23.31N,112.72E
43876,1856-08-01,27.535,2.019,Guangzhou,China,23.31N,112.72E
43877,1856-09-01,26.843,1.247,Guangzhou,China,23.31N,112.72E
43878,1856-10-01,22.074,1.355,Guangzhou,China,23.31N,112.72E
43879,1856-11-01,16.981,2.777,Guangzhou,China,23.31N,112.72E
43880,1856-12-01,13.495,1.882,Guangzhou,China,23.31N,112.72E
43881,1857-01-01,12.311,1.445,Guangzhou,China,23.31N,112.72E
43882,1857-02-01,14.602,2.275,Guangzhou,China,23.31N,112.72E
43883,1857-03-01,17.435,2.186,Guangzhou,China,23.31N,112.72E
43884,1857-04-01,20.983,1.108,Guangzhou,China,23.31N,112.72E
43885,1857-05-01,24.621,0.932,Guangzhou,China,23.31N,112.72E
43886,1857-06-01,26.674,1.203,Guangzhou,China,23.31N,112.72E
43887,1857-07-01,28.444,0.91,Guangzhou,China,23.31N,112.72E
43888,1857-08-01,26.978,2.131,Guangzhou,China,23.31N,112.72E
43889,1857-09-01,25.839,0.764,Guangzhou,China,23.31N,112.72E
43890,1857-10-01,22.368,1.41,Guangzhou,China,23.31N,112.72E
43891,1857-11-01,18.286,1.641,Guangzhou,China,23.31N,112.72E
43892,1857-12-01,14.948,1.856,Guangzhou,China,23.31N,112.72E
43893,1858-01-01,12.672,2.387,Guangzhou,China,23.31N,112.72E
43894,1858-02-01,12.882,1.942,Guangzhou,China,23.31N,112.72E
43895,1858-03-01,16.368,1.176,Guangzhou,China,23.31N,112.72E
43896,1858-04-01,20.677,2.515,Guangzhou,China,23.31N,112.72E
43897,1858-05-01,24.24,1.571,Guangzhou,China,23.31N,112.72E
43898,1858-06-01,27.217,1.195,Guangzhou,China,23.31N,112.72E
43899,1858-07-01,27.872,1.088,Guangzhou,China,23.31N,112.72E
43900,1858-08-01,27.322,1.272,Guangzhou,China,23.31N,112.72E
43901,1858-09-01,26.442,1.376,Guangzhou,China,23.31N,112.72E
43902,1858-10-01,23.43,1.237,Guangzhou,China,23.31N,112.72E
43903,1858-11-01,18.389,1.153,Guangzhou,China,23.31N,112.72E
43904,1858-12-01,15.126,2.321,Guangzhou,China,23.31N,112.72E
43905,1859-01-01,12.179,1.329,Guangzhou,China,23.31N,112.72E
43906,1859-02-01,13.804,1.694,Guangzhou,China,23.31N,112.72E
43907,1859-03-01,15.224,2.997,Guangzhou,China,23.31N,112.72E
43908,1859-04-01,21.394,1.549,Guangzhou,China,23.31N,112.72E
43909,1859-05-01,25.96,1.215,Guangzhou,China,23.31N,112.72E
43910,1859-06-01,28.315,1.344,Guangzhou,China,23.31N,112.72E
43911,1859-07-01,28.244,0.715,Guangzhou,China,23.31N,112.72E
43912,1859-08-01,28.389,0.818,Guangzhou,China,23.31N,112.72E
43913,1859-09-01,26.515,0.908,Guangzhou,China,23.31N,112.72E
43914,1859-10-01,23.798,1.701,Guangzhou,China,23.31N,112.72E
43915,1859-11-01,17.948,1.457,Guangzhou,China,23.31N,112.72E
43916,1859-12-01,13.598,1.782,Guangzhou,China,23.31N,112.72E
43917,1860-01-01,12.746,1.232,Guangzhou,China,23.31N,112.72E
43918,1860-02-01,14.425,1.209,Guangzhou,China,23.31N,112.72E
43919,1860-03-01,17.255,3.74,Guangzhou,China,23.31N,112.72E
43920,1860-04-01,20.33,1.663,Guangzhou,China,23.31N,112.72E
43921,1860-05-01,24.122,0.779,Guangzhou,China,23.31N,112.72E
43922,1860-06-01,27.207,0.728,Guangzhou,China,23.31N,112.72E
43923,1860-07-01,27.764,0.787,Guangzhou,China,23.31N,112.72E
43924,1860-08-01,28.488,0.752,Guangzhou,China,23.31N,112.72E
43925,1860-09-01,26.377,0.828,Guangzhou,China,23.31N,112.72E
43926,1860-10-01,23.278,1.563,Guangzhou,China,23.31N,112.72E
43927,1860-11-01,18.077,1.433,Guangzhou,China,23.31N,112.72E
43928,1860-12-01,15.234,2.9,Guangzhou,China,23.31N,112.72E
43929,1861-01-01,12.974,2.101,Guangzhou,China,23.31N,112.72E
43930,1861-02-01,12.104,1.474,Guangzhou,China,23.31N,112.72E
43931,1861-03-01,15.956,1.399,Guangzhou,China,23.31N,112.72E
43932,1861-04-01,20.52,1.258,Guangzhou,China,23.31N,112.72E
43933,1861-05-01,24.01,1.581,Guangzhou,China,23.31N,112.72E
43934,1861-06-01,27.207,1.429,Guangzhou,China,23.31N,112.72E
43935,1861-07-01,27.944,1.555,Guangzhou,China,23.31N,112.72E
43936,1861-08-01,28.649,0.653,Guangzhou,China,23.31N,112.72E
43937,1861-09-01,26.201,0.862,Guangzhou,China,23.31N,112.72E
43938,1861-10-01,23.218,1.298,Guangzhou,China,23.31N,112.72E
43939,1861-11-01,19.209,1.732,Guangzhou,China,23.31N,112.72E
43940,1861-12-01,14.217,1.953,Guangzhou,China,23.31N,112.72E
43941,1862-01-01,10.677,1.196,Guangzhou,China,23.31N,112.72E
43942,1862-02-01,11.966,1.653,Guangzhou,China,23.31N,112.72E
43943,1862-03-01,15.334,1.375,Guangzhou,China,23.31N,112.72E
43944,1862-04-01,20.687,1.674,Guangzhou,China,23.31N,112.72E
43945,1862-05-01,25.108,1.622,Guangzhou,China,23.31N,112.72E
43946,1862-06-01,27.125,1.361,Guangzhou,China,23.31N,112.72E
43947,1862-07-01,28.253,1.336,Guangzhou,China,23.31N,112.72E
43948,1862-08-01,27.155,1.646,Guangzhou,China,23.31N,112.72E
43949,1862-09-01,26.176,1.491,Guangzhou,China,23.31N,112.72E
43950,1862-10-01,22.408,1.656,Guangzhou,China,23.31N,112.72E
43951,1862-11-01,17.142,1.831,Guangzhou,China,23.31N,112.72E
43952,1862-12-01,12.723,1.822,Guangzhou,China,23.31N,112.72E
43953,1863-01-01,13.04,2.414,Guangzhou,China,23.31N,112.72E
43954,1863-02-01,14.361,2.821,Guangzhou,China,23.31N,112.72E
43955,1863-03-01,16.569,1.485,Guangzhou,China,23.31N,112.72E
43956,1863-04-01,20.284,2.197,Guangzhou,China,23.31N,112.72E
43957,1863-05-01,24.564,1.563,Guangzhou,China,23.31N,112.72E
43958,1863-06-01,26.971,1.4,Guangzhou,China,23.31N,112.72E
43959,1863-07-01,28.801,1.559,Guangzhou,China,23.31N,112.72E
43960,1863-08-01,27.462,1.155,Guangzhou,China,23.31N,112.72E
43961,1863-09-01,25.951,1.05,Guangzhou,China,23.31N,112.72E
43962,1863-10-01,22.075,1.513,Guangzhou,China,23.31N,112.72E
43963,1863-11-01,16.942,2.19,Guangzhou,China,23.31N,112.72E
43964,1863-12-01,13.532,1.864,Guangzhou,China,23.31N,112.72E
43965,1864-01-01,11.305,2.191,Guangzhou,China,23.31N,112.72E
43966,1864-02-01,12.152,2.476,Guangzhou,China,23.31N,112.72E
43967,1864-03-01,15.176,2.23,Guangzhou,China,23.31N,112.72E
43968,1864-04-01,20.795,1.409,Guangzhou,China,23.31N,112.72E
43969,1864-05-01,24.641,1.351,Guangzhou,China,23.31N,112.72E
43970,1864-06-01,27.379,1.386,Guangzhou,China,23.31N,112.72E
43971,1864-07-01,28.262,1.021,Guangzhou,China,23.31N,112.72E
43972,1864-08-01,27.715,1.252,Guangzhou,China,23.31N,112.72E
43973,1864-09-01,26.209,1.43,Guangzhou,China,23.31N,112.72E
43974,1864-10-01,23.475,1.505,Guangzhou,China,23.31N,112.72E
43975,1864-11-01,17.994,1.424,Guangzhou,China,23.31N,112.72E
43976,1864-12-01,13.833,2.008,Guangzhou,China,23.31N,112.72E
43977,1865-01-01,14.417,2.628,Guangzhou,China,23.31N,112.72E
43978,1865-02-01,15.393,4.564,Guangzhou,China,23.31N,112.72E
43979,1865-03-01,16.977,1.894,Guangzhou,China,23.31N,112.72E
43980,1865-04-01,21.458,3.07,Guangzhou,China,23.31N,112.72E
43981,1865-05-01,25.038,1.184,Guangzhou,China,23.31N,112.72E
43982,1865-06-01,27.635,0.98,Guangzhou,China,23.31N,112.72E
43983,1865-07-01,28.278,1.297,Guangzhou,China,23.31N,112.72E
43984,1865-08-01,28.574,1.201,Guangzhou,China,23.31N,112.72E
43985,1865-09-01,26.872,0.954,Guangzhou,China,23.31N,112.72E
43986,1865-10-01,23.229,0.874,Guangzhou,China,23.31N,112.72E
43987,1865-11-01,18.305,2.074,Guangzhou,China,23.31N,112.72E
43988,1865-12-01,13.639,1.93,Guangzhou,China,23.31N,112.72E
43989,1866-01-01,13.168,1.641,Guangzhou,China,23.31N,112.72E
43990,1866-02-01,13.909,1.205,Guangzhou,China,23.31N,112.72E
43991,1866-03-01,16.171,1.952,Guangzhou,China,23.31N,112.72E
43992,1866-04-01,19.905,1.513,Guangzhou,China,23.31N,112.72E
43993,1866-05-01,25.966,1.556,Guangzhou,China,23.31N,112.72E
43994,1866-06-01,26.178,1.283,Guangzhou,China,23.31N,112.72E
43995,1866-07-01,28.697,1.152,Guangzhou,China,23.31N,112.72E
43996,1866-08-01,29.496,2.176,Guangzhou,China,23.31N,112.72E
43997,1866-09-01,26.595,0.859,Guangzhou,China,23.31N,112.72E
43998,1866-10-01,22.869,0.799,Guangzhou,China,23.31N,112.72E
43999,1866-11-01,18.213,1.033,Guangzhou,China,23.31N,112.72E
44000,1866-12-01,14.059,2.051,Guangzhou,China,23.31N,112.72E
44001,1867-01-01,12.03,1.391,Guangzhou,China,23.31N,112.72E
44002,1867-02-01,14.361,1.108,Guangzhou,China,23.31N,112.72E
44003,1867-03-01,17.593,1.195,Guangzhou,China,23.31N,112.72E
44004,1867-04-01,21.917,1.871,Guangzhou,China,23.31N,112.72E
44005,1867-05-01,24.845,0.991,Guangzhou,China,23.31N,112.72E
44006,1867-06-01,28.283,1.42,Guangzhou,China,23.31N,112.72E
44007,1867-07-01,28.34,1.323,Guangzhou,China,23.31N,112.72E
44008,1867-08-01,27.892,0.699,Guangzhou,China,23.31N,112.72E
44009,1867-09-01,27.06,1.482,Guangzhou,China,23.31N,112.72E
44010,1867-10-01,24.152,1.151,Guangzhou,China,23.31N,112.72E
44011,1867-11-01,17.807,1.865,Guangzhou,China,23.31N,112.72E
44012,1867-12-01,14.511,1.768,Guangzhou,China,23.31N,112.72E
44013,1868-01-01,13.73,2.494,Guangzhou,China,23.31N,112.72E
44014,1868-02-01,15.271,4.542,Guangzhou,China,23.31N,112.72E
44015,1868-03-01,16.924,1.277,Guangzhou,China,23.31N,112.72E
44016,1868-04-01,21.338,1.568,Guangzhou,China,23.31N,112.72E
44017,1868-05-01,24.952,1.095,Guangzhou,China,23.31N,112.72E
44018,1868-06-01,26.77,1.226,Guangzhou,China,23.31N,112.72E
44019,1868-07-01,28.282,0.791,Guangzhou,China,23.31N,112.72E
44020,1868-08-01,28.455,0.932,Guangzhou,China,23.31N,112.72E
44021,1868-09-01,27.124,1.434,Guangzhou,China,23.31N,112.72E
44022,1868-10-01,24.247,1.161,Guangzhou,China,23.31N,112.72E
44023,1868-11-01,19.247,1.491,Guangzhou,China,23.31N,112.72E
44024,1868-12-01,15.106,1.938,Guangzhou,China,23.31N,112.72E
44025,1869-01-01,12.992,1.888,Guangzhou,China,23.31N,112.72E
44026,1869-02-01,14.311,1.708,Guangzhou,China,23.31N,112.72E
44027,1869-03-01,16.701,1.471,Guangzhou,China,23.31N,112.72E
44028,1869-04-01,20.617,1.585,Guangzhou,China,23.31N,112.72E
44029,1869-05-01,25.45,1.113,Guangzhou,China,23.31N,112.72E
44030,1869-06-01,27.852,1.06,Guangzhou,China,23.31N,112.72E
44031,1869-07-01,29.448,1.787,Guangzhou,China,23.31N,112.72E
44032,1869-08-01,28.866,0.987,Guangzhou,China,23.31N,112.72E
44033,1869-09-01,27.31,0.862,Guangzhou,China,23.31N,112.72E
44034,1869-10-01,23.29,0.974,Guangzhou,China,23.31N,112.72E
44035,1869-11-01,17.232,2.95,Guangzhou,China,23.31N,112.72E
44036,1869-12-01,14.315,1.544,Guangzhou,China,23.31N,112.72E
44037,1870-01-01,12.916,1.268,Guangzhou,China,23.31N,112.72E
44038,1870-02-01,13.454,1.56,Guangzhou,China,23.31N,112.72E
44039,1870-03-01,17.934,2.631,Guangzhou,China,23.31N,112.72E
44040,1870-04-01,22.939,4.032,Guangzhou,China,23.31N,112.72E
44041,1870-05-01,25.65,0.898,Guangzhou,China,23.31N,112.72E
44042,1870-06-01,28.653,2.135,Guangzhou,China,23.31N,112.72E
44043,1870-07-01,29.402,1.883,Guangzhou,China,23.31N,112.72E
44044,1870-08-01,28.283,0.805,Guangzhou,China,23.31N,112.72E
44045,1870-09-01,26.337,1.839,Guangzhou,China,23.31N,112.72E
44046,1870-10-01,23.606,1.152,Guangzhou,China,23.31N,112.72E
44047,1870-11-01,17.709,1.323,Guangzhou,China,23.31N,112.72E
44048,1870-12-01,13.934,1.784,Guangzhou,China,23.31N,112.72E
44049,1871-01-01,13.514,2.744,Guangzhou,China,23.31N,112.72E
44050,1871-02-01,13.926,2.091,Guangzhou,China,23.31N,112.72E
44051,1871-03-01,17.304,1.489,Guangzhou,China,23.31N,112.72E
44052,1871-04-01,22.959,3.112,Guangzhou,China,23.31N,112.72E
44053,1871-05-01,26.499,1.869,Guangzhou,China,23.31N,112.72E
44054,1871-06-01,27.409,0.952,Guangzhou,China,23.31N,112.72E
44055,1871-07-01,28.505,1.014,Guangzhou,China,23.31N,112.72E
44056,1871-08-01,28.391,1.017,Guangzhou,China,23.31N,112.72E
44057,1871-09-01,26.603,2.055,Guangzhou,China,23.31N,112.72E
44058,1871-10-01,23.317,1.406,Guangzhou,China,23.31N,112.72E
44059,1871-11-01,17.586,1.351,Guangzhou,China,23.31N,112.72E
44060,1871-12-01,12.199,1.92,Guangzhou,China,23.31N,112.72E
44061,1872-01-01,12.33,2.338,Guangzhou,China,23.31N,112.72E
44062,1872-02-01,11.322,3.103,Guangzhou,China,23.31N,112.72E
44063,1872-03-01,16.698,1.475,Guangzhou,China,23.31N,112.72E
44064,1872-04-01,22.973,2.707,Guangzhou,China,23.31N,112.72E
44065,1872-05-01,26.096,1.22,Guangzhou,China,23.31N,112.72E
44066,1872-06-01,27.784,2.159,Guangzhou,China,23.31N,112.72E
44067,1872-07-01,29.113,0.846,Guangzhou,China,23.31N,112.72E
44068,1872-08-01,29.151,1.784,Guangzhou,China,23.31N,112.72E
44069,1872-09-01,27.019,0.899,Guangzhou,China,23.31N,112.72E
44070,1872-10-01,23.143,0.73,Guangzhou,China,23.31N,112.72E
44071,1872-11-01,18.795,1.126,Guangzhou,China,23.31N,112.72E
44072,1872-12-01,15.724,1.5,Guangzhou,China,23.31N,112.72E
